#ID	T_NUM	LAT	LON
775	1	37.639467	-0.692545
776	1	37.639467	-0.692545
777	1	37.639467	-0.692545
778	1	37.639467	-0.692545
779	1	37.639467	-0.692545
780	1	37.639465	-0.692543
781	1	37.639465	-0.692543
782	1	37.639465	-0.692543
783	1	37.639465	-0.692543
784	1	37.639465	-0.692543
785	1	37.639467	-0.692543
786	1	37.639467	-0.692543
787	1	37.639467	-0.692543
788	1	37.639467	-0.692543
789	1	37.639467	-0.692543
790	1	37.639465	-0.692543
791	1	37.639465	-0.692543
792	1	37.639465	-0.692543
793	1	37.639465	-0.692543
794	1	37.639465	-0.692543
795	1	37.639467	-0.692545
796	1	37.639467	-0.692545
797	1	37.639467	-0.692545
798	1	37.639467	-0.692545
799	1	37.639467	-0.692545
800	1	37.639467	-0.692545
801	1	37.639467	-0.692545
802	1	37.639467	-0.692545
803	1	37.639467	-0.692545
804	1	37.639467	-0.692545
805	1	37.639468	-0.692547
806	1	37.639468	-0.692547
807	1	37.639468	-0.692547
808	1	37.639468	-0.692547
809	1	37.639468	-0.692547
810	1	37.639468	-0.692547
811	1	37.639468	-0.692547
812	1	37.639468	-0.692547
813	1	37.639468	-0.692547
814	1	37.639468	-0.692547
815	1	37.639468	-0.692548
816	1	37.639468	-0.692548
817	1	37.639468	-0.692548
818	1	37.639468	-0.692548
819	1	37.639468	-0.692548
820	1	37.639467	-0.692548
821	1	37.639467	-0.692548
822	1	37.639467	-0.692548
823	1	37.639467	-0.692548
824	1	37.639467	-0.692548
825	1	37.639468	-0.692555
826	1	37.639468	-0.692555
827	1	37.639468	-0.692555
828	1	37.639468	-0.692555
829	1	37.639468	-0.692555
830	1	37.639472	-0.692555
831	1	37.639472	-0.692555
832	1	37.639472	-0.692555
833	1	37.639472	-0.692555
834	1	37.639472	-0.692555
835	1	37.639472	-0.692555
836	1	37.639472	-0.692555
837	1	37.639472	-0.692555
838	1	37.639472	-0.692555
839	1	37.639472	-0.692555
840	1	37.639473	-0.692557
841	1	37.639473	-0.692557
842	1	37.639473	-0.692557
843	1	37.639473	-0.692557
844	1	37.639473	-0.692557
845	1	37.639472	-0.692555
846	1	37.639472	-0.692555
847	1	37.639472	-0.692555
848	1	37.639472	-0.692555
849	1	37.639472	-0.692555
850	1	37.639472	-0.692557
851	1	37.639472	-0.692557
852	1	37.639472	-0.692557
853	1	37.639472	-0.692557
854	1	37.639472	-0.692557
855	1	37.639472	-0.692558
856	1	37.639472	-0.692558
857	1	37.639472	-0.692558
858	1	37.639472	-0.692558
859	1	37.639472	-0.692558
860	1	37.639472	-0.69256
861	1	37.639472	-0.69256
862	1	37.639472	-0.69256
863	1	37.639472	-0.69256
864	1	37.639472	-0.69256
865	1	37.639472	-0.692558
866	1	37.639472	-0.692558
867	1	37.639472	-0.692558
868	1	37.639472	-0.692558
869	1	37.639472	-0.692558
870	1	37.639472	-0.692558
871	1	37.639472	-0.692558
872	1	37.639472	-0.692558
873	1	37.639472	-0.692558
874	1	37.639472	-0.692558
875	1	37.63947	-0.69256
876	1	37.63947	-0.69256
877	1	37.63947	-0.69256
878	1	37.63947	-0.69256
879	1	37.63947	-0.69256
880	1	37.639468	-0.692562
881	1	37.639468	-0.692562
882	1	37.639468	-0.692562
883	1	37.639468	-0.692562
884	1	37.639468	-0.692562
885	1	37.639468	-0.692562
886	1	37.63947	-0.692563
887	1	37.63947	-0.692563
888	1	37.63947	-0.692563
889	1	37.63947	-0.692563
890	1	37.63947	-0.692563
891	1	37.639468	-0.692565
892	1	37.639468	-0.692565
893	1	37.639468	-0.692565
894	1	37.639468	-0.692565
895	1	37.639468	-0.692565
896	1	37.63947	-0.692565
897	1	37.63947	-0.692565
898	1	37.63947	-0.692565
899	1	37.63947	-0.692565
900	1	37.639467	-0.692563
901	1	37.639467	-0.692563
902	1	37.639467	-0.692563
903	1	37.639467	-0.692563
904	1	37.639467	-0.692563
905	1	37.639467	-0.692563
906	1	37.639465	-0.692567
907	1	37.639465	-0.692567
908	1	37.639465	-0.692567
909	1	37.639465	-0.692567
910	1	37.639465	-0.692567
911	1	37.63947	-0.69257
912	1	37.63947	-0.69257
913	1	37.63947	-0.69257
914	1	37.63947	-0.69257
915	1	37.63947	-0.69257
916	1	37.639472	-0.69257
917	1	37.639472	-0.69257
918	1	37.639472	-0.69257
919	1	37.639472	-0.69257
920	1	37.639472	-0.69257
921	1	37.639472	-0.69257
922	1	37.639472	-0.69257
923	1	37.639472	-0.69257
924	1	37.639472	-0.69257
925	1	37.639472	-0.69257
926	1	37.639473	-0.69257
